"Motif","Offre","Opération","Type OT","Région","Unité Traitante","Date Etat OT"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/01/25 10:19"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/01/25 15:41"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/01/25 15:28"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/01/25 10:18"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/02/25 13:31"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","22/01/25 07:59"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","06/02/25 11:21"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/01/25 08:33"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/01/25 11:41"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","25/02/25 15:45"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/02/25 08:18"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","28/01/25 08:14"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","28/01/25 08:13"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/01/25 14:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/02/25 08:36"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","03/02/25 08:06"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/01/25 13:46"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","04/03/25 14:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","13/02/25 16:17"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","03/02/25 16:53"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/02/25 08:17"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","17/02/25 08:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","03/02/25 10:04"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","05/02/25 11:31"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","13/02/25 16:14"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","03/02/25 16:10"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/02/25 12:22"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/02/25 09:19"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","04/02/25 14:10"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/02/25 09:21"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","13/02/25 16:13"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","18/02/25 15:21"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","06/02/25 10:48"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/02/25 08:17"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/02/25 12:19"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/02/25 15:43"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/02/25 13:41"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/02/25 10:57"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/02/25 08:24"
"Saturation","VDSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS SAHLOUL","17/02/25 07:37"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/02/25 08:51"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/02/25 15:43"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/02/25 14:25"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/02/25 14:37"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/02/25 13:25"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","25/02/25 10:10"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/03/25 11:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/02/25 09:54"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/02/25 10:26"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","17/03/25 07:25"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","03/03/25 10:35"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:57"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","12/03/25 07:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","06/03/25 08:16"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","05/03/25 08:30"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","07/03/25 10:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","10/03/25 12:34"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/03/25 13:04"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 14:33"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/03/25 13:04"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 14:33"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","13/03/25 13:58"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","14/04/25 10:04"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/04/25 12:32"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","19/03/25 08:26"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","19/03/25 06:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/03/25 08:33"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/04/25 08:13"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","21/03/25 07:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","26/03/25 09:23"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","25/03/25 13:29"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/03/25 15:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/03/25 11:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","28/03/25 09:47"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/03/25 11:18"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","28/03/25 14:03"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","02/04/25 08:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","04/04/25 15:06"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","07/04/25 11:35"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","17/04/25 08:19"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 09:09"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 10:28"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 11:27"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:30"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:29"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/04/25 08:10"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/04/25 08:08"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/04/25 07:09"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/04/25 07:08"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","16/04/25 07:27"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","16/04/25 07:25"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/04/25 08:02"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 11:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 12:56"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 12:37"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 12:53"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","23/04/25 15:41"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 13:31"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","23/04/25 09:11"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 14:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/04/25 15:08"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 14:03"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","02/05/25 15:39"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","30/04/25 13:46"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","28/04/25 06:56"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/04/25 12:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/04/25 10:40"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","02/05/25 08:25"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/04/25 10:05"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","29/09/25 12:57"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","30/04/25 12:23"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","05/05/25 15:38"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","05/05/25 07:17"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","05/05/25 12:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/05/25 07:23"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","09/05/25 08:31"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","07/05/25 09:26"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","07/05/25 11:59"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","07/05/25 16:29"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","07/05/25 16:29"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/05/25 07:12"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/05/25 10:20"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/05/25 13:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/05/25 08:09"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","21/05/25 07:56"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/05/25 08:09"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","09/05/25 08:30"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","12/05/25 08:55"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/05/25 11:23"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","21/08/25 12:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","22/05/25 07:55"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/05/25 10:40"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","22/05/25 07:27"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/05/25 14:36"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","26/05/25 10:47"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","27/05/25 09:43"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","27/05/25 10:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","12/06/25 10:57"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","20/06/25 10:50"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/06/25 15:51"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","16/06/25 08:32"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","16/06/25 10:55"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/06/25 14:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/06/25 13:05"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","16/06/25 07:49"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","20/06/25 10:40"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","16/06/25 07:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","14/06/25 18:34"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","18/06/25 09:38"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/06/25 08:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","20/06/25 13:42"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/06/25 17:11"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/06/25 16:13"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/06/25 17:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","23/06/25 09:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/06/25 08:30"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/06/25 09:06"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/09/25 15:56"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/06/25 10:52"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/06/25 10:52"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/06/25 09:05"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/06/25 10:49"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","07/07/25 14:41"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/06/25 15:27"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","05/07/25 11:17"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/06/25 11:43"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","07/07/25 14:40"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","08/09/25 07:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/06/25 12:18"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","07/08/25 15:16"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/06/25 09:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","05/08/25 16:04"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","06/08/25 12:52"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","09/07/25 10:01"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","06/09/25 17:47"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","02/07/25 07:11"
"Saturation","ADSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS SOUSSE","23/07/25 09:27"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/07/25 11:50"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/07/25 07:15"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/07/25 07:15"
"Saturation","VDSL PRO GU FSI 2022","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/07/25 07:13"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","08/07/25 07:44"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/07/25 13:03"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","15/07/25 08:33"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/07/25 07:41"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/07/25 07:31"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","17/07/25 12:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/07/25 07:50"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/07/25 12:46"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/07/25 12:44"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/07/25 18:55"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/09/25 15:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/07/25 07:16"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/07/25 11:24"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/07/25 10:49"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","10/09/25 15:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/07/25 18:24"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/07/25 15:39"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/07/25 15:37"
"Saturation","VDSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS SAHLOUL","04/08/25 10:20"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","05/08/25 16:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","05/08/25 10:24"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","31/07/25 13:20"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/08/25 11:33"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","04/08/25 11:04"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","04/08/25 11:06"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","28/08/25 12:21"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","21/08/25 09:02"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/08/25 13:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/08/25 11:32"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/08/25 09:51"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/08/25 11:32"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/09/25 09:48"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/08/25 09:07"
